id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22024179,墨尔本东区华人聚居地中心温馨小屋,53253912,Kehan,,Whitehorse,-37.85394,145.1386,Entire home/apt,,3,3,2018-02-25,0.04,1,0,0,
22034089,Sensational Southbank – Modern & Great Location!,125124920,Peter,,Port Phillip,-37.83079,144.9688,Entire home/apt,,3,45,2018-09-27,0.55,1,0,0,
22034110,KING SIZE - St KILDA ❤️ ‘n’ SOUL - with Carpark,137945195,Craig,,Port Phillip,-37.85896,144.9778,Entire home/apt,119,3,124,2024-08-20,1.52,1,359,16,
22036588,Light and Sunny Apartment in Richmond,60398063,Amelia,,Yarra,-37.81274,145.01006,Entire home/apt,,3,1,2018-01-04,0.01,1,0,0,
22036713,Child friendly home off Chapel Street,21891763,Mitchell,,Stonnington,-37.85355,144.98945,Entire home/apt,,5,0,,,1,0,0,
22038343,Spacious Apt in the Heart of CBD with City View,10810140,Alex,,Melbourne,-37.81591,144.96488,Entire home/apt,130,3,317,2024-08-27,4.05,3,283,50,
22039081,Private room in the Melbourne City.,106890308,Andrew,,Melbourne,-37.81245,144.97021,Private room,,3,0,,,1,0,0,
22039456,High Life at Prima Tower!,160958513,Betty,,Melbourne,-37.82269,144.9625,Private room,,1,0,,,1,0,0,
22048967,Quiet Neighbourhood Good Location,64593990,Marcelo,,Glen Eira,-37.86786,145.0009,Private room,,1,6,2018-11-16,0.07,1,0,0,
22049013,Private bedroom close to Lygon St & Mel Uni,51849017,Qi,,Melbourne,-37.8019,144.96714,Private room,,1,52,2020-04-04,0.64,3,0,0,
22167092,Prime location. 2 bed apt w/ Rooftop infinity pool,22040791,Rob,,Port Phillip,-37.85868,144.98068,Entire home/apt,,14,0,,,1,0,0,
22167964,Sunny zen den,1465926,Joey,,Yarra,-37.804,144.9831,Entire home/apt,,7,0,,,1,0,0,
22168566,"Melbourne Garden bed and breakfast , Double room 1",156294914,Dany,,Melton,-37.66354,144.58628,Private room,95,1,6,2022-07-31,0.08,5,339,0,
22168840,Modern convenient apt in central location!,136885459,Callum,,Port Phillip,-37.83615,144.9595,Entire home/apt,,2,2,2018-02-25,0.03,1,0,0,
22169528,Gorgeous Boutique Studio in Best location,66190441,Holly-Anne,,Yarra,-37.80821,144.98561,Entire home/apt,,2,90,2024-07-22,1.13,1,0,29,
22170914,Panda001,139550014,Panda,,Melbourne,-37.81637,144.95506,Entire home/apt,,1,19,2018-09-16,0.23,1,0,0,
22171278,Melbourne Garden B & B Parents and 1Child Room2,156294914,Dany,,Melton,-37.66528,144.58675,Private room,95,1,7,2024-03-30,0.09,5,354,2,
22177107,"2 Bed In heart of St Kilda, 2 minutes from beach.",160002225,Lee,,Port Phillip,-37.86343,144.98395,Entire home/apt,,2,0,,,1,0,0,
22177286,Northcote BedRoom FREE Gym membership,58060729,Victor,,Darebin,-37.7676,145.01264,Private room,50,3,72,2024-07-31,0.88,6,113,4,
22178132,Domi Rentals - Huge Malvern Rd Penthouse,45356831,Domi,,Stonnington,-37.85432,145.05177,Entire home/apt,379,4,37,2022-09-09,0.45,55,340,0,
22178549,"A quaint, private room in the heart of Chapel St",18480350,Tom,,Stonnington,-37.84093,144.99741,Private room,,2,0,,,1,0,0,
22179031,Quiet and well furnished House in Melbourne,161090342,Phoebe,,Whittlesea,-37.64352,145.05635,Private room,,1,0,,,1,0,0,
22179067,Modern apartment in Richmond,162025338,Christopher,,Yarra,-37.82474,144.995,Entire home/apt,,8,3,2018-12-28,0.04,1,0,0,
22179121,2 bedroom apartment in the heart of South Yarra,13253585,Brianna,,Stonnington,-37.84573,145.00087,Entire home/apt,,2,8,2019-02-24,0.10,1,0,0,
22179409,Spring Paradise at the Valley Farm House,436917,Jesse,,Yarra Ranges,-37.63067,145.51677,Entire home/apt,171,2,317,2024-07-28,3.89,1,99,24,
22179665,The fifth apartment CBD Melbourne Southern Cross,162031005,Yanpu,,Melbourne,-37.8148,144.95422,Entire home/apt,,1,55,2018-12-27,0.67,1,0,0,
22179839,Bec’s Place in City Central with FREE Parking,104434885,Rebecca,,Melbourne,-37.8097,144.9595,Entire home/apt,,1,92,2023-06-09,1.12,3,0,0,
22180919,Cozy room near Southern Cross Station Melb CBD,35697564,Beatrice,,Melbourne,-37.81607,144.95478,Private room,,1,16,2019-02-28,0.23,1,0,0,
22181714,Private Room & bathroom in Waterfront Docklands,123500346,Alex,,Melbourne,-37.81228,144.93936,Private room,,5,72,2024-09-03,1.04,1,7,29,
22181928,Bayside Beach Shack,17224223,Daniel,,Bayside,-37.98009,145.0524,Entire home/apt,,3,0,,,1,0,0,
22182654,Spacious light-filled apartment in Clifton Hill,11672128,Christian,,Yarra,-37.79163,144.99124,Entire home/apt,150,2,117,2024-06-16,1.44,1,75,35,
22183766,"Altona Beach Pad. Short walk - Shops, Beach & Lake",64973861,Janine,,Hobsons Bay,-37.86527895772508,144.83834059715056,Private room,88,2,38,2024-04-01,0.48,2,134,8,
22192149,Melbourne Garden bed and breakfast Double room 3,156294914,Dany,,Melton,-37.66548,144.5865,Private room,95,1,11,2022-03-21,0.14,5,333,0,
22194061,Corner High Flr 2BR1B on Prime Location & Car Bay,55324450,Bruce,,Melbourne,-37.81629944,144.95300293,Entire home/apt,169,1,29,2024-06-08,0.36,58,346,9,
22194580,❤ of Richmond | ✔️Walk to MCG | Homely,162174601,Martin,,Yarra,-37.82138,144.99437,Entire home/apt,109,4,108,2024-08-18,1.33,1,250,21,
22195288,"Melbourne Garden bed and breakfast, Single Room 4",156294914,Dany,,Melton,-37.66574,144.58657,Private room,75,1,11,2023-09-30,0.14,5,349,1,
22197384,Entire house for 8 people. supervised by the owner,156294914,Dany,,Melton,-37.66378,144.58633,Private room,380,1,23,2022-11-20,0.29,5,313,0,
22197913,2BD Hideaway in Richmond - 20 min walk to the MCG!,3837817,Anthony,,Yarra,-37.81643,145.00081,Entire home/apt,,6,16,2022-10-07,0.21,1,0,0,
22198385,Room in my home,67670340,Tracey,,Kingston,-37.93346,145.10778,Private room,,1,0,,,1,0,0,
22198596,Outer East Retreat in Boronia,28374422,Jeremy,,Knox,-37.86759,145.27893,Entire home/apt,,4,0,,,1,0,0,
22198868,"20% OFF Sunlight Room, Monash, Clayton",155629820,Fay,,Monash,-37.91659,145.1294,Private room,,1,0,,,1,0,0,
22199546,Great private room in the heart of Melbourne CBD,162214958,Andres,,Melbourne,-37.81241,144.95403,Private room,,2,33,2018-11-07,0.40,1,0,0,
22200768,Cosy place 7 mins walking to the train station,162077294,Vivian,,Moreland,-37.70598,144.92239,Private room,,1,0,,,1,0,0,
22209129,Beautiful huge light filled room in Fitzroy North,10306374,Bridgette,,Yarra,-37.78898,144.97793,Private room,,3,0,,,1,0,0,
22210706,Convenient great location,162301704,Yao,,Whitehorse,-37.82106,145.1191,Entire home/apt,,1,0,,,1,0,0,
22213965,Rebecca's Place in Box Hill with FREE Parking,104434885,Rebecca,,Whitehorse,-37.817509,145.118225,Entire home/apt,,3,41,2022-09-17,0.50,3,0,0,
22214481,★Argyle Manor | Brunswick St retreat★,15075675,James,,Yarra,-37.79633,144.97967,Private room,,3,1,2017-12-27,0.01,1,0,0,
22214775,Inner-north art + design oasis,7161879,Eugenia,,Moreland,-37.77442,144.95732,Entire home/apt,,7,2,2018-01-19,0.02,1,0,0,
22214828,Cozy Room for Travelers/Students Near City,18278069,Bilal,,Melbourne,-37.80023,144.97433,Private room,,2,1,2018-01-13,0.01,1,0,0,
22216181,"Outback Darebin
a bus ride to 2024 
coolest street",14521303,Penny,,Banyule,-37.76465,145.03578,Entire home/apt,80,4,138,2024-08-31,1.69,1,151,13,
22216423,Available Room - 3 minutes walk from Crown Casino!,22380611,Anthony,,Melbourne,-37.82765,144.95688,Private room,,3,2,2018-05-20,0.03,1,0,0,
22216933,Harlem Terrace - full house in South Melbourne,5286121,Meagan,,Port Phillip,-37.83588,144.95165,Entire home/apt,,4,2,2018-12-26,0.02,1,0,0,
22217386,Centrally located spacious unit in Ripponlea,26372255,Bonnie,,Port Phillip,-37.87692,144.99655,Entire home/apt,,2,3,2018-03-18,0.04,1,0,0,
22217808,墨尔本华人区主人套房,149641000,Yanan,,Whitehorse,-37.81359,145.1256,Private room,,7,0,,,1,0,0,
22220317,Homestay near airport - room 2(all 3 rooms),160368685,Woods,,Whittlesea,-37.68641,145.05622,Private room,,1,0,,,2,0,0,
22221760,Eq Tower single room Great view,144434935,Fay,,Melbourne,-37.81086,144.96049,Private room,,1,0,,,1,0,0,
22227974,"Beautiful Apartment in Seddon.
Really close to CBD",81425537,Alicia,,Maribyrnong,-37.80963,144.89876,Entire home/apt,,5,1,2019-01-07,0.01,1,0,0,
22228614,Room available in beautiful Brunswick,52931390,Isabella,,Moreland,-37.75803,144.97372,Private room,,1,0,,,1,0,0,
22229169,1 br unit in Abbotsford on Yarra incl car park,69478146,Eric,,Yarra,-37.81172,145.01319,Entire home/apt,194,4,78,2024-08-14,0.97,1,207,16,
22230775,Student price temporary accommodation,51373610,Andre,,Monash,-37.91685,145.13929,Private room,,3,0,,,4,0,0,
22232262,New high Level Absolute Waterfront Fireworks,162421505,Steven,,Melbourne,-37.81482,144.9385,Entire home/apt,,2,1,2018-01-01,0.01,2,0,0,
22232990,Modern apartment with beautiful view,128652087,Andy,,Boroondara,-37.7917,145.09536,Entire home/apt,,2,4,2019-01-03,0.05,4,0,0,
22233332,Perfect Location; stylish and modern,233236729,Sandy,,Yarra,-37.80555,144.98314,Entire home/apt,,2,239,2024-07-09,2.95,1,0,8,
22235146,Bright & Cosy Stay in Vibrant St Kilda East,5196969,Sarah,,Port Phillip,-37.86351,144.99858,Entire home/apt,,2,12,2018-11-22,0.15,1,0,0,
22236516,"Cosy, Convenient Room in Ideal University Location",51034654,Lily,,Monash,-37.91322,145.11983,Private room,49,2,42,2024-03-07,0.51,5,279,6,
22237555,Light Filled Northcote Gem,76017243,Risha & Arron,,Darebin,-37.77747,145.0008,Entire home/apt,,2,5,2020-01-01,0.06,1,0,0,
22237773,Little Home,51690122,Kevin,,Monash,-37.89381,145.0913,Private room,,2,0,,,1,0,0,
22245500,Incredible loft apartment,9708423,Oliver,,Yarra,-37.8073,144.98679,Entire home/apt,240,7,6,2020-01-25,0.07,2,365,0,
22248130,South Melbourne apartment with sea view,98114734,Am,,Port Phillip,-37.83055,144.95078,Private room,,1,51,2023-04-03,0.62,3,0,0,
22250533,2BDR apt in heart of St.kilda beach,44967178,Antonia,,Port Phillip,-37.87131,144.98128,Entire home/apt,,2,0,,,1,0,0,
22250802,"Huge Room, Netflix, WIFI (With kitty company)",61321894,Lucy,,Boroondara,-37.82324,145.02298,Private room,,5,0,,,1,0,0,
22253084,Docklands Apartment w Parking MARVEL STADIUM,148127822,Zijian And Ling,,Melbourne,-37.8148,144.93847,Entire home/apt,161,3,342,2024-09-02,4.19,3,49,43,
22253268,Modern Penthouse Suite in Inner City Melbourne,65540712,James,,Moreland,-37.76857,144.95208,Entire home/apt,,2,0,,,1,0,0,
22254652,Bay view 2 bedroom apartment 3 min metro station.,162591501,Ana,,Kingston,-37.96615,145.05638,Entire home/apt,,5,9,2021-01-04,0.11,1,0,0,
22255308,Central Fitzroy Studio,157982702,Bree,,Yarra,-37.80606,144.97831,Entire home/apt,106,2,289,2024-07-28,3.55,1,156,36,
22255382,"Airy, sunny, and close to everything you'll want",11855075,Daniel,,Boroondara,-37.83052,145.03307,Entire home/apt,,7,0,,,1,0,0,
22255948,City 2Bed 2Bath + Amazing View+ Free Pocket Wifi,160426830,Furnir,,Melbourne,-37.80828,144.95874,Entire home/apt,,1,24,2018-07-09,0.29,3,0,0,
22256712,Le’Oasis Apt inCBD 2BR 3Beds near Southern cross,66163268,Monika,,Melbourne,-37.81677,144.95453,Entire home/apt,148,2,192,2024-08-18,2.40,6,134,29,
22258769,Great location in Carnegie,76127359,Eunmi,,Glen Eira,-37.8888,145.0533,Private room,,3,2,2018-01-29,0.02,1,0,0,
22265746,Fitzroy North Private Room with City Views,49058821,Stephen,,Yarra,-37.79179,144.97913,Private room,,2,8,2018-03-31,0.10,1,0,0,
22265793,A Home Away from Home - Great Location in Kew!,114725786,Laura,,Boroondara,-37.79852,145.04521,Private room,,4,0,,,1,0,0,
22459125,BEDROOM WITH A BEAUTIFUL LOCATION AND VIEW,116055177,Ha,,Moonee Valley,-37.75768,144.92798,Private room,,7,0,,,1,0,0,
22459573,Comfy home at Mt Waverley,164604238,Fangdong,,Monash,-37.86803,145.13734,Entire home/apt,,1,0,,,1,0,0,
22459835,2 Bedroom brand new home,29080590,Daixin,,Whitehorse,-37.82151,145.20599,Entire home/apt,70,2,49,2024-08-09,0.62,3,129,10,
22459993,Sky,164608995,Sub,,Melbourne,-37.81392,144.95497,Entire home/apt,,1,1,2018-01-21,0.01,1,0,0,
22460058,Luxury Apt in Heart of Camberwell,164609584,Ed,,Boroondara,-37.83194,145.05314,Entire home/apt,,1,0,,,1,0,0,
22467815,Quiet and Self contained with private access,2280854,Roslyn,,Yarra,-37.8196,145.00181,Entire home/apt,100,3,59,2024-08-06,0.73,1,29,27,
22468637,City Style—Steps to Emporium & Melbourne Central,347595664,Alex,,Melbourne,-37.81055,144.96841,Entire home/apt,89,2,75,2024-06-17,0.92,27,340,13,
22469533,Lovely apartment at Southern Cross station,41975055,Lin,,Melbourne,-37.81177,144.95341,Entire home/apt,,1,0,,,1,0,0,
22470069,Handy home~,164718158,Carole,,Glen Eira,-37.88557,145.06392,Private room,,1,0,,,1,0,0,
22470884,Stunning Victorian Home,3743739,Jo,,Yarra,-37.817,145.00107,Entire home/apt,,3,15,2019-01-21,0.19,1,0,0,
22477159,Top Floor Suite Panoramic Views (Business Trip),45719220,STAY IN Melb,,Melbourne,-37.80847,144.96176,Entire home/apt,186,6,144,2024-07-25,1.79,7,101,27,
22479077,Quality and style perfect blend of the house,164759064,William,,Boroondara,-37.82653,145.04405,Private room,,1,0,,,1,0,0,
22487405,Kensington Comfort in VIC,41601666,Alexia,,Melbourne,-37.79233,144.91675,Private room,75,5,21,2024-07-25,0.26,1,134,2,
22489044,"Bedroom w/Q Bed, 10 minutes from Melbourne Airport",59845433,Serge & Rosie,,Hume,-37.67859,144.8757,Private room,80,1,557,2024-09-05,6.85,5,148,121,
22489956,Armadale 温馨好房,164940891,Alex,,Stonnington,-37.85637,145.0126,Entire home/apt,,1,1,2017-12-31,0.01,1,0,0,
22490195,Notting hill 舒适公寓,164945872,Zhaowo,,Monash,-37.92011,145.13297,Entire home/apt,,1,0,,,1,0,0,
22490760,Studio,115847183,Tess,,Darebin,-37.77935,145.03224,Shared room,,1,0,,,1,0,0,
22049625,"Bright, clean 2BR apartment in perfect location.",2626708,Jane,,Darebin,-37.76034,144.99685,Entire home/apt,,1,10,2018-06-15,0.12,1,0,0,
22049987,2 Bedroom House in Central Mount Waverley,60669878,Vignesh,,Monash,-37.86439,145.14251,Entire home/apt,,2,2,2018-03-12,0.02,1,0,0,
22050303,Private Room with nearby public transport,160686646,Junpei,,Glen Eira,-37.86859,145.02564,Private room,,1,0,,,5,0,0,
22050599,Private Room with nearby public transport,160686646,Junpei,,Glen Eira,-37.87026,145.0272,Private room,,1,1,2017-12-13,0.01,5,0,0,
22050720,Private Room with nearby public transport,160686646,Junpei,,Glen Eira,-37.87042,145.02554,Private room,,1,1,2017-12-15,0.01,5,0,0,
22050804,Private Room with nearby public transport,160686646,Junpei,,Glen Eira,-37.86856,145.02573,Private room,,1,0,,,5,0,0,
22051029,Home sweet Home,112801746,Paul,,Port Phillip,-37.83362,144.96997,Entire home/apt,,2,1,2017-12-27,0.01,1,0,0,
22052269,Edithvale garden and beach retreat,112133892,Christine,,Kingston,-38.04307,145.11611,Entire home/apt,136,2,235,2024-08-23,2.89,1,232,38,
22053641,Quiet getaway in leafy Eltham.,19066635,Julie,,Nillumbik,-37.69187,145.15752,Entire home/apt,,2,46,2020-03-15,0.56,1,0,0,
22055425,Cosy entire apartment in central Hawthorn location,4653557,Mike,,Boroondara,-37.81825,145.0229,Entire home/apt,,3,1,2018-01-05,0.01,1,0,0,
22065053,Box Hill 温馨两室公寓,159705612,Joyce,,Whitehorse,-37.81641,145.11542,Entire home/apt,,1,0,,,1,0,0,
22065316,Ancient Future style at Warby Sabi,2386169,Martin Francois,,Yarra Ranges,-37.74622,145.7118,Entire home/apt,390,2,129,2024-08-10,1.78,1,354,19,
22065896,Luxury apartment with perfect view and location！,160936039,Sheng,,Melbourne,-37.80886,144.96193,Private room,,1,4,2018-01-04,0.05,1,0,0,
22066545,Sunny Apartment in the Heart of St Kilda,18606957,Ali,,Port Phillip,-37.86636,144.97836,Entire home/apt,,5,3,2018-11-04,0.04,1,0,0,
22067575,"Stunning Art Deco 2BR Apt, City Views, Toorak",57961383,Nadine & Chris,,Stonnington,-37.8351,145.00892,Entire home/apt,284,2,99,2024-08-07,1.23,1,153,17,
22069590,Healesville House - Fig Tree House,111202850,Caroline,,Yarra Ranges,-37.65952,145.51067,Entire home/apt,341,1,93,2024-08-03,1.14,2,252,6,
22070349,Parkville studio apartment,108244218,Yong,,Melbourne,-37.77839,144.94036,Entire home/apt,,1,21,2019-03-15,0.27,1,0,0,
22070823,Cosy getaway in trendy Richmond nook,3440323,Sarah,,Yarra,-37.8308,144.99066,Entire home/apt,,3,0,,,1,0,0,
22071740,"Lovely home in Kew, renovated, free parking 2 cars",24900077,Frankie And Gillian,,Boroondara,-37.79509,145.03019,Entire home/apt,196,7,111,2024-08-02,1.36,1,161,7,
22072661,Light-Filled Top-Floor Apartment in Desirable Hawthorn,141663822,Renae,,Boroondara,-37.82854,145.03229,Entire home/apt,155,4,19,2023-10-13,0.24,1,27,2,
22072741,1Bedroom apartment in the heart of Collingwood,33187567,Sole,,Yarra,-37.80392,144.98443,Entire home/apt,148,4,22,2024-01-02,0.27,1,40,4,
22074935,"*Spacious Apt in Cool Area w/Pool, Parking & Yard*",161258128,Dmitry,,Yarra,-37.78435,144.97704,Entire home/apt,,3,3,2019-10-01,0.04,1,0,0,
22075276,Onebedroom apartment in the heart of Melbourne CBD,135174543,Laura,,Melbourne,-37.80917,144.96088,Private room,,1,0,,,1,0,0,
22084394,Cosy private room  in  peaceful suburban location,161323400,Dahlia,,Kingston,-37.9371,145.04094,Entire home/apt,86,3,38,2024-05-04,0.48,1,364,3,
22084792,Large Inner City Apartment,55987413,Tara,,Melbourne,-37.81459,144.98539,Entire home/apt,,7,0,,,1,0,0,
22269127,Beachside cottage only steps from the beach,148708135,Janine,,Kingston,-38.05258,145.11259,Entire home/apt,185,2,100,2024-07-07,1.24,1,132,21,
22269469,"Private Room & Private Bath,1km from Train Station",28250465,Flavio,,Wyndham,-37.86904,144.59754,Private room,85,1,5,2024-01-19,0.07,1,179,2,
22275429,A Private room near Melbourne CBD (Females only),31011510,Vianne,,Yarra,-37.78426,144.97213,Entire home/apt,,1,2,2018-02-04,0.02,1,0,0,
22281455,Heart CBD 2 Bedroom SeaView/Pool/GYM 3mins Station,9198367,Nest-Apartments,,Melbourne,-37.81448,144.95266,Entire home/apt,131,2,129,2024-07-02,1.59,37,139,4,
22282562,Cosy house in Carlton,4639779,Michael,,Yarra,-37.78333,144.96982,Entire home/apt,,2,2,2018-01-03,0.02,1,0,0,
22283177,Cozy peaceful and bright private room,14787683,Kitty,,Whitehorse,-37.81659,145.12034,Private room,,1,7,2023-11-25,0.46,1,0,4,
22283283,Semi detached house,16447712,James,,Stonnington,-37.85439,144.98993,Private room,75,3,81,2024-04-07,0.99,1,83,7,
22283414,★Massive bright 3BR home by the bay★,138496237,Blake,,Port Phillip,-37.86605,144.98181,Entire home/apt,,2,103,2020-03-26,1.26,2,0,0,
22286362,F374 Heart CBD 3 min Station FreeTram/Pool/Gym/Spa,9198367,Nest-Apartments,,Melbourne,-37.81653,144.95384,Entire home/apt,121,2,134,2024-08-05,1.65,37,157,6,
22286586,墨尔本CBD 两室合租 独立房间 The fifth,160092011,Lihua,,Melbourne,-37.81419,144.95531,Private room,,1,0,,,1,0,0,
22286761,Melbourne CBD APT&breakfast,161545171,Godric-Jing,,Melbourne,-37.80463,144.96125,Entire home/apt,,1,0,,,1,0,0,
22286799,Spectacular MelbCBD 3BR2BTH FreeParking SthrnCrs,93930367,Gemstone Apartments,,Melbourne,-37.81446,144.95537,Entire home/apt,308,1,162,2024-08-05,1.99,3,152,20,
22287425,room is not available～,162885760,Viviana,,Stonnington,-37.87398,145.04903,Private room,,1,0,,,1,0,0,
22287501,Exclusive Stays - Southgate 28,10190138,Tony,,Melbourne,-37.82064437866211,144.96759033203125,Entire home/apt,466,1,54,2024-08-25,0.66,68,193,14,
22293493,"Stunning apartment, Free Parking, Opposite Crown.",58417193,Briody,,Melbourne,-37.82353,144.96095,Entire home/apt,185,2,215,2024-09-01,2.64,1,142,36,
22293640,Sweet bedroom,103522353,Sherry,,Knox,-37.8804,145.24222,Private room,,2,5,2018-07-15,0.06,2,0,0,
22293675,Luxury sub-penthouse in heart of Melbourne city,24646120,Sam,,Melbourne,-37.81064,144.95657,Entire home/apt,816,7,0,,,1,87,0,
22294503,Double Room with king size bed in CBD,49117819,Francesco,,Melbourne,-37.80616,144.97114,Private room,,1,2,2018-01-22,0.02,1,0,0,
22294781,Experience Warrandyte YarraValleyWineCountry,159521177,Bec,,Manningham,-37.76054,145.21906,Entire home/apt,500,1,178,2024-06-16,2.19,1,303,18,
22294849,Private room in the heart of South Yarra,24267059,Devina,,Stonnington,-37.83951,144.9947,Private room,,2,1,2017-12-29,0.01,1,0,0,
22295128,East Melbourne Art Deco Apartment,42268537,Daniel,,Melbourne,-37.8108,144.9836,Entire home/apt,,2,0,,,1,0,0,
22295485,Affordable beautiful place with great location,162960068,Shenwang,,Maroondah,-37.83031,145.22847,Shared room,,2,0,,,1,0,0,
22295508,Sunny Caulfield apartment,137248940,Brett,,Glen Eira,-37.87021,145.02098,Entire home/apt,,5,1,2017-12-31,0.01,1,0,0,
22295641,"""St James"" Furnished Studio",74066800,Nicky,,Stonnington,-37.83723,144.99277,Entire home/apt,,30,6,2019-10-14,0.08,6,15,0,
22296395,Your 5-star home in inner city Melb,78100111,Changke,,Melbourne,-37.80793,144.96593,Private room,,3,34,2019-04-18,0.42,1,0,0,
22296689,Wests best,161748101,Eddy,,Hobsons Bay,-37.88634,144.77516,Private room,,1,0,,,1,0,0,
22296744,Condo next to Southern X Station in Melbourne CBD.,162974567,Kirk,,Melbourne,-37.81469,144.95461,Entire home/apt,129,3,46,2024-07-22,1.84,1,227,14,
22297354,树德民宿,130124314,晓斌,,Wyndham,-37.87058,144.68937,Private room,,1,0,,,1,0,0,
22297806,Modern apartment in the heart of Collingwood,9407553,Arnaud,,Yarra,-37.80496,144.98402,Entire home/apt,,3,2,2018-01-06,0.02,1,0,0,
22300096,"Quiet,Relaxing and Convenient home with SPA & Pool",161896150,Cici,,Knox,-37.89546,145.23278,Entire home/apt,,1,17,2018-04-02,0.21,1,0,0,
22306357,Rooms for Singles near Cardinia train Station,90120799,Gopal,,Cardinia,-38.07365,145.42988,Private room,,1,0,,,1,0,0,
22306563,Convenient Richmond Room!,13790166,Monique,,Yarra,-37.81729,144.99249,Private room,,5,0,,,1,0,0,
22307113,A tram ride from St Kilda beach and Cafes,9670960,Paul,,Glen Eira,-37.87088,145.00475,Entire home/apt,,2,1,2018-01-01,0.01,1,0,0,
22307170,Private cozy room,133509969,Thaísa,,Stonnington,-37.85744,145.00648,Private room,,5,0,,,1,0,0,
22307635,"Absolute Water Front, Harbor Fireworks",162421505,Steven,,Melbourne,-37.81466,144.93862,Entire home/apt,,3,1,2018-01-01,0.01,2,0,0,
22309274,Dazzling Views from Contemporary High-Rise Living,299609324,Matthew,,Melbourne,-37.81258,144.96012,Entire home/apt,112,2,89,2024-06-29,1.10,25,293,6,
22310952,New listing☆trendy apartment carpark+WIFI+pool+gym,104033828,Angel,,Stonnington,-37.83817,144.99584,Entire home/apt,,3,38,2019-03-23,0.47,1,0,0,
22311216,CBD 2 bedroom +2 bathroom +free WiFi+ free parking,151715670,Daniel,,Melbourne,-37.8208,144.9412,Entire home/apt,,2,3,2018-01-06,0.04,1,0,0,
22311508,Cosy queen room with ensuite,91428443,Kim,,Kingston,-37.95272,145.065,Private room,74,2,227,2024-08-25,2.80,1,130,49,
22311513,2 bedroom apartment St Kilda - Christmas and NY,148505548,Ronan,,Port Phillip,-37.86957,144.97805,Entire home/apt,,15,0,,,1,0,0,
22311609,F635 Heart CBD 2mins Station FreeTram/Gym/Pool/SPA,9198367,Nest-Apartments,,Melbourne,-37.81519,144.95525,Entire home/apt,133,2,65,2024-07-22,0.80,37,163,8,
22311641,Southbank Home,114172074,Leonardo,,Port Phillip,-37.82835,144.95539,Shared room,,13,0,,,1,0,0,
22312293,Mesmerising Views -  Modern Melbourne Apartment!,47446507,Aram,,Port Phillip,-37.83938,144.97587,Entire home/apt,,3,9,2018-06-02,0.11,1,0,0,
22312392,Modern 2 Bedroom self-contained holiday house,55334032,Luki & Amy,,Monash,-37.929,145.16792,Entire home/apt,,2,2,2018-01-21,0.02,1,0,0,
22314742,Cozy and modern apartment in the core of Brunswick,51518193,Pietro,,Moreland,-37.76216,144.9616,Entire home/apt,,5,3,2018-10-27,0.04,1,0,0,
22323709,Central City Apartment in Magnificent Melbourne!,104570891,Tina,,Melbourne,-37.81363,144.9551,Entire home/apt,,3,2,2018-02-01,0.02,1,0,0,
22324858,CBD Serenity with Luxury Rooftop Pool & Parking,461853213,Eduardo,,Melbourne,-37.81456,144.95741,Entire home/apt,255,2,70,2024-08-17,0.88,71,320,14,
22325398,Paterson 1911—Upmarket Terrace in Vibrant Fitzroy,326530921,Christy,,Yarra,-37.80381,144.98323,Entire home/apt,146,2,112,2024-08-31,1.38,28,329,23,
22325870,St Kilda Studio in St Kilda's finest location,163221324,Stephanie,,Port Phillip,-37.85999,144.97777,Entire home/apt,,2,12,2018-03-21,0.15,1,0,0,
22326430,"Bedroom/Queen Bed, 10 minutes from Melb. Airport",59845433,Serge & Rosie,,Hume,-37.6785,144.87586,Private room,81,1,523,2024-09-04,6.44,5,135,168,
22329978,Best of Central Melbourne 1 Bed,55896619,Deepak,,Melbourne,-37.81101,144.96577,Private room,,1,6,2019-11-22,0.07,2,0,0,
22334045,F743 SeaView LUXE 2 BedRoom Pool/GYM/Train Station,9198367,Nest-Apartments,,Melbourne,-37.8147,144.95454,Entire home/apt,142,2,88,2023-12-25,1.08,37,160,4,
22334339,F0737 HeartCBD 3MinStation FREE Pool/Gym/Tram 2B2B,9198367,Nest-Apartments,,Melbourne,-37.81646,144.95367,Entire home/apt,124,2,155,2024-06-20,1.90,37,142,14,
22338577,Private Room & Ensuite in Central Location,35541638,Dee,,Melbourne,-37.8299,144.96849,Private room,111,2,49,2024-07-09,0.60,1,60,22,
22341903,Toorak attraction - available early 2018,163290594,Geraldine,,Stonnington,-37.84365,145.02498,Entire home/apt,900,3,0,,,1,88,0,
22343557,"Large family home - walk to shops, cafes, bars",43308665,Susie,,Banyule,-37.75875,145.0655,Entire home/apt,,2,1,2018-04-01,0.01,1,0,0,
22344349,Bay Street - Beach Apartment,152383285,Anais,,Port Phillip,-37.84046,144.93842,Entire home/apt,,1,8,2018-01-27,0.10,1,0,0,
22349037,Beautiful light filled home in Hawthorn,27562781,Kirsty,,Boroondara,-37.8246,145.02735,Entire home/apt,,4,51,2019-04-14,0.63,1,0,0,
22349112,Private room opposite Preston Station & Markets,10312547,Dot,,Darebin,-37.73586,145.00115,Private room,,1,2,2018-01-18,0.02,1,0,0,
